all_ids,eye_category,eye_position,gaze_direction,heart_rates,p2p_intervals,sys_peaks,dys_peaks,engagement_labels,video_names
775,1,4,2,72.14200273,0.866666667,0.369233734,0.321101278,3,subject_122_g0eklav32n_vid_2_16.mp4
776,1,4,2,67.91952239,0.933333333,0.689867095,0.64294601,3,subject_122_g0eklav32n_vid_2_17.mp4
777,1,4,2,65.76566476,0.933333333,0.787882751,0.725116883,2,subject_122_g0eklav32n_vid_2_18.mp4
778,1,4,2,71.7032967,0.853333333,0.462916084,0.428136817,2,subject_122_g0eklav32n_vid_2_19.mp4
779,2,4,2,60.70158103,1.016666667,0.672185885,0.617209815,0,subject_122_g0eklav32n_vid_2_2.mp4
780,0,4,2,67.81126482,0.913333333,1.155078323,1.102451204,2,subject_122_g0eklav32n_vid_2_20.mp4
781,0,4,2,72.16116152,0.853333333,0.03650625,0.033354183,2,subject_122_g0eklav32n_vid_2_21.mp4
782,1,4,2,77.14950012,0.84,0.069154513,0.065329765,1,subject_122_g0eklav32n_vid_2_22.mp4
783,0,4,2,77.2409734,0.806666667,0.365674084,0.345609871,1,subject_122_g0eklav32n_vid_2_23.mp4
784,0,4,2,74.32234432,0.82,0.455244326,0.420271057,1,subject_122_g0eklav32n_vid_2_24.mp4
785,0,4,2,69.00805861,0.893333333,0.220834262,0.211213678,1,subject_122_g0eklav32n_vid_2_25.mp4
786,1,4,2,65.42920762,0.958333333,0.099485507,0.095876209,0,subject_122_g0eklav32n_vid_2_26.mp4
787,1,4,2,65.52197802,0.966666667,1.108162197,0.990560729,0,subject_122_g0eklav32n_vid_2_27.mp4
788,1,4,2,66.90909091,0.946666667,1.721896852,1.626809168,0,subject_122_g0eklav32n_vid_2_28.mp4
789,1,4,2,81.17345538,0.84,0.653238147,0.575377435,3,subject_122_g0eklav32n_vid_2_29.mp4
790,1,4,2,72.93569588,0.88,1.721029042,1.526749353,0,subject_122_g0eklav32n_vid_2_3.mp4
791,1,4,2,81.24889298,0.78,0.316574451,0.280298468,3,subject_122_g0eklav32n_vid_2_30.mp4
792,1,4,2,68.48791587,0.891666667,0.501836755,0.479753648,3,subject_122_g0eklav32n_vid_2_31.mp4
794,2,4,2,66.03344024,0.96,0.7774872,0.715712191,0,subject_122_g0eklav32n_vid_2_4.mp4
795,1,4,2,77.81995529,0.833333333,0.540723386,0.473394827,0,subject_122_g0eklav32n_vid_2_5.mp4
796,2,4,2,70.17653959,0.966666667,0.942546184,0.874532252,0,subject_122_g0eklav32n_vid_2_6.mp4
797,1,4,2,83.8134016,0.738888889,0.05459808,0.047998765,0,subject_122_g0eklav32n_vid_2_7.mp4
798,1,4,1,69.75264735,0.926666667,0.544462959,0.491967984,3,subject_122_g0eklav32n_vid_2_8.mp4
799,1,4,2,78.65420231,0.813333333,0.960613509,0.912855412,2,subject_122_g0eklav32n_vid_2_9.mp4
505,1,4,2,74.93274128,0.873333333,1.632635468,1.480046718,3,subject_125_acuvjvqpr0_vid_0_0.mp4
506,1,4,2,70.92661362,0.86,2.326084116,2.015351523,3,subject_125_acuvjvqpr0_vid_0_1.mp4
507,1,4,2,75.43686291,0.84,1.189232249,1.057289954,3,subject_125_acuvjvqpr0_vid_0_10.mp4
508,1,4,2,88.08594066,0.705555556,2.040230418,1.803729799,3,subject_125_acuvjvqpr0_vid_0_11.mp4
509,1,4,2,75.84954233,0.826666667,2.405996543,2.216376706,3,subject_125_acuvjvqpr0_vid_0_12.mp4
510,1,4,2,81.26971274,0.753333333,2.258392114,2.106472144,3,subject_125_acuvjvqpr0_vid_0_13.mp4
511,1,4,2,68.04244482,0.941666667,1.770476367,1.609314435,3,subject_125_acuvjvqpr0_vid_0_14.mp4
512,1,4,2,71.62092031,0.908333333,1.050963381,0.952199459,3,subject_125_acuvjvqpr0_vid_0_15.mp4
513,1,4,2,84.49943039,0.744444444,0.730618592,0.594508104,3,subject_125_acuvjvqpr0_vid_0_16.mp4
514,2,4,2,73.26363636,0.86,0.904708606,0.805110202,3,subject_125_acuvjvqpr0_vid_0_17.mp4
515,1,4,2,87.91054712,0.686666667,2.14201751,1.973419042,3,subject_125_acuvjvqpr0_vid_0_18.mp4
516,1,4,2,72.93506494,0.84,1.474253248,1.36117182,3,subject_125_acuvjvqpr0_vid_0_19.mp4
517,1,4,2,71.54861751,0.866666667,1.451444369,1.25583433,3,subject_125_acuvjvqpr0_vid_0_2.mp4
518,1,4,2,53.81493506,1.133333333,0.787814166,0.755041177,3,subject_125_acuvjvqpr0_vid_0_20.mp4
519,1,4,2,78.79984498,0.783333333,1.434915217,1.299787827,3,subject_125_acuvjvqpr0_vid_0_21.mp4
520,2,4,2,67.72627373,0.946666667,1.136599013,1.021981948,3,subject_125_acuvjvqpr0_vid_0_22.mp4
521,1,4,2,74.98823529,0.84,1.052466487,1.00139094,3,subject_125_acuvjvqpr0_vid_0_23.mp4
522,2,4,2,72.23308271,0.893333333,1.439386346,1.275035527,3,subject_125_acuvjvqpr0_vid_0_24.mp4
523,1,4,2,79.28637998,0.82,2.091894417,1.84538392,3,subject_125_acuvjvqpr0_vid_0_25.mp4
524,2,4,2,71.59914361,0.853333333,1.083784985,1.001017701,3,subject_125_acuvjvqpr0_vid_0_26.mp4
525,1,4,2,80.6836013,0.755555556,1.598210602,1.454855478,3,subject_125_acuvjvqpr0_vid_0_27.mp4
527,1,4,2,71.57862903,0.883333333,1.579889313,1.525518749,3,subject_125_acuvjvqpr0_vid_0_3.mp4
528,1,4,2,70.26723135,0.913333333,1.353425155,1.196801502,3,subject_125_acuvjvqpr0_vid_0_4.mp4
529,1,4,2,79.1032967,0.78,1.278808062,1.21999277,3,subject_125_acuvjvqpr0_vid_0_5.mp4
530,1,4,2,70.41125541,0.906666667,1.170404653,1.037826212,3,subject_125_acuvjvqpr0_vid_0_6.mp4
531,1,4,2,68.52599014,0.886666667,1.617705155,1.52299117,3,subject_125_acuvjvqpr0_vid_0_7.mp4
532,1,4,2,64.82382134,0.933333333,1.395012619,1.295951788,2,subject_125_acuvjvqpr0_vid_0_8.mp4
533,1,4,2,77.5998596,0.813333333,2.133625104,1.986813671,3,subject_125_acuvjvqpr0_vid_0_9.mp4
534,1,4,2,83.95665025,0.74,2.500717342,2.391187454,2,subject_125_acuvjvqpr0_vid_1_0.mp4
535,1,4,2,77.83166109,0.786666667,1.624001162,1.53490119,3,subject_125_acuvjvqpr0_vid_1_1.mp4
0,1,4,2,70.56091954,0.866666667,2.503482207,2.302477164,1,subject_55_j489ubvnol_vid_0_0.mp4
1,1,4,2,71.06507714,0.853333333,1.118179295,1.090240801,3,subject_55_j489ubvnol_vid_0_1.mp4
2,1,4,2,70.83438914,0.886666667,0.387485799,0.35919207,3,subject_55_j489ubvnol_vid_0_10.mp4
3,1,4,2,60.19031955,1.05,0.595167392,0.574215239,3,subject_55_j489ubvnol_vid_0_11.mp4
4,0,4,2,82.85800282,0.744444444,0.474131769,0.423787025,3,subject_55_j489ubvnol_vid_0_12.mp4
5,1,4,2,67.15576037,0.913333333,0.410380898,0.335119379,3,subject_55_j489ubvnol_vid_0_13.mp4
6,0,4,2,72.46503355,0.913333333,1.29451773,1.052356645,1,subject_55_j489ubvnol_vid_0_14.mp4
7,1,4,2,62.49011229,1.05,0.677772984,0.63793749,3,subject_55_j489ubvnol_vid_0_15.mp4
8,0,4,2,61.56862745,0.983333333,0.377675406,0.355948377,1,subject_55_j489ubvnol_vid_0_16.mp4
9,1,4,2,71.67528195,0.9,0.799881847,0.696199485,1,subject_55_j489ubvnol_vid_0_17.mp4
10,1,4,2,77.93637941,0.813333333,0.876883015,0.844831189,2,subject_55_j489ubvnol_vid_0_18.mp4
11,1,4,2,57.77472527,1.066666667,0.668796439,0.584255305,2,subject_55_j489ubvnol_vid_0_19.mp4
12,1,4,2,69.01481128,0.94,0.741192446,0.690262679,3,subject_55_j489ubvnol_vid_0_2.mp4
13,1,4,2,75.2454542,0.82,0.651805166,0.553162671,3,subject_55_j489ubvnol_vid_0_20.mp4
14,1,4,2,73.83056943,0.82,0.770593477,0.718274696,3,subject_55_j489ubvnol_vid_0_21.mp4
15,1,4,2,65.63664596,0.925,0.528181535,0.482858942,3,subject_55_j489ubvnol_vid_0_22.mp4
16,1,4,2,66.78190364,0.926666667,3.271906437,2.851848191,1,subject_55_j489ubvnol_vid_0_23.mp4
17,1,4,2,53.0956848,1.177777778,0.776266794,0.733039027,3,subject_55_j489ubvnol_vid_0_24.mp4
18,1,4,2,61.50426743,1.041666667,0.514623177,0.486635623,3,subject_55_j489ubvnol_vid_0_25.mp4
20,1,4,2,74.07322654,0.866666667,1.146055158,1.022516179,3,subject_55_j489ubvnol_vid_0_3.mp4
21,1,4,2,55.06912442,1.122222222,0.791603763,0.690199694,3,subject_55_j489ubvnol_vid_0_4.mp4
22,1,4,2,69.74753188,0.883333333,0.769590632,0.710534851,3,subject_55_j489ubvnol_vid_0_5.mp4
23,1,4,2,75.34623656,0.82,0.35368555,0.319702972,3,subject_55_j489ubvnol_vid_0_6.mp4
24,1,4,2,67.02164502,0.96,0.457541061,0.351444763,3,subject_55_j489ubvnol_vid_0_7.mp4
25,1,4,2,76,0.833333333,0.928691354,0.845213756,2,subject_55_j489ubvnol_vid_0_8.mp4
26,1,4,2,82.20451128,0.746666667,0.406231501,0.370872507,3,subject_55_j489ubvnol_vid_0_9.mp4
27,1,4,2,66.12972973,0.94,2.430718405,2.247887778,3,subject_55_j489ubvnol_vid_1_0.mp4
28,1,4,2,79.59503106,0.76,0.757072895,0.646294696,3,subject_55_j489ubvnol_vid_1_1.mp4
29,0,4,2,69.33074534,0.9,0.802102472,0.758991552,3,subject_55_j489ubvnol_vid_1_10.mp4
30,1,4,2,76.51948052,0.813333333,0.734227184,0.582057729,1,subject_55_j489ubvnol_vid_1_11.mp4
31,1,4,2,63.03824978,0.991666667,0.797426837,0.705335771,3,subject_55_j489ubvnol_vid_1_12.mp4
32,0,4,2,75.73051948,0.8,0.885931631,0.832274965,3,subject_55_j489ubvnol_vid_1_13.mp4
33,1,4,2,77.523252,0.826666667,0.94995255,0.876839902,1,subject_55_j489ubvnol_vid_1_14.mp4
34,1,4,2,87.21014493,0.694444444,0.922833053,0.808726127,2,subject_55_j489ubvnol_vid_1_15.mp4
35,1,4,2,63.7987013,0.966666667,0.817926451,0.710780529,2,subject_55_j489ubvnol_vid_1_16.mp4
36,1,4,2,77.94312354,0.786666667,2.108855675,1.897231402,0,subject_55_j489ubvnol_vid_1_17.mp4
37,0,4,2,62.73809524,0.958333333,3.221874303,3.035406917,1,subject_55_j489ubvnol_vid_1_18.mp4
38,0,4,2,85.30852995,0.726666667,2.303680895,2.083895778,1,subject_55_j489ubvnol_vid_1_19.mp4
39,1,4,2,64.32317682,0.941666667,0.540216756,0.45082954,3,subject_55_j489ubvnol_vid_1_2.mp4
40,1,4,2,79.7515528,0.753333333,1.552339765,1.291387052,2,subject_55_j489ubvnol_vid_1_20.mp4
41,0,4,2,71.28703181,0.866666667,0.318084017,0.270351756,3,subject_55_j489ubvnol_vid_1_21.mp4
42,0,4,2,83.34448161,0.74,0.692137175,0.613037391,3,subject_55_j489ubvnol_vid_1_22.mp4
43,1,4,2,62.9029304,0.966666667,0.449611154,0.389717569,3,subject_55_j489ubvnol_vid_1_23.mp4
44,0,4,2,66.29618392,0.983333333,1.612177565,1.4180839,2,subject_55_j489ubvnol_vid_1_24.mp4
45,1,4,2,84.78407557,0.727777778,1.620429484,1.488379002,2,subject_55_j489ubvnol_vid_1_25.mp4
46,1,4,2,74.12479789,0.833333333,0.344998057,0.29925902,3,subject_55_j489ubvnol_vid_1_26.mp4
47,1,4,2,75.03284072,0.813333333,0.613385555,0.534153962,3,subject_55_j489ubvnol_vid_1_27.mp4
48,1,4,2,84.25502987,0.716666667,0.856573746,0.711217486,3,subject_55_j489ubvnol_vid_1_28.mp4
49,1,4,2,56.27029221,1.075,0.647360113,0.596634745,3,subject_55_j489ubvnol_vid_1_29.mp4
50,1,4,2,72.49889298,0.873333333,1.000189865,0.939964221,1,subject_55_j489ubvnol_vid_1_3.mp4
51,1,4,2,62.54484646,1.033333333,1.429640948,1.230726968,2,subject_55_j489ubvnol_vid_1_30.mp4
52,1,4,2,71.88311688,0.858333333,0.71933386,0.662006467,3,subject_55_j489ubvnol_vid_1_31.mp4
54,0,4,2,83.99585921,0.727777778,2.155548482,1.940720824,2,subject_55_j489ubvnol_vid_1_4.mp4
55,1,4,2,67.77375566,0.966666667,0.574405453,0.552739717,3,subject_55_j489ubvnol_vid_1_5.mp4
56,1,4,2,79.13636364,0.8,0.831666441,0.724194914,3,subject_55_j489ubvnol_vid_1_6.mp4
57,1,4,2,56.60934664,1.1,0.630395584,0.542874376,3,subject_55_j489ubvnol_vid_1_7.mp4
58,0,4,2,66.48235766,0.975,0.743851433,0.651417392,3,subject_55_j489ubvnol_vid_1_8.mp4
59,0,4,2,71.42857143,0.891666667,0.825578228,0.763503543,2,subject_55_j489ubvnol_vid_1_9.mp4
60,1,4,2,75.90909091,0.826666667,1.137706927,1.106543393,1,subject_55_j489ubvnol_vid_2_0.mp4
61,1,4,2,75.82534879,0.826666667,1.641713376,1.330790222,1,subject_55_j489ubvnol_vid_2_1.mp4
62,0,4,2,68.94957983,0.925,0.36777905,0.335854197,2,subject_55_j489ubvnol_vid_2_10.mp4
63,0,4,2,64.8102278,0.941666667,0.872065371,0.731243477,3,subject_55_j489ubvnol_vid_2_11.mp4
64,0,4,2,73.32334495,0.873333333,0.761438875,0.684427047,3,subject_55_j489ubvnol_vid_2_12.mp4
65,0,4,2,58.73334639,1.025,0.715784584,0.666367353,3,subject_55_j489ubvnol_vid_2_13.mp4
66,1,4,2,70.39188881,0.9,1.246760699,1.178289335,2,subject_55_j489ubvnol_vid_2_14.mp4
67,1,4,2,74.237173,0.873333333,1.946437475,1.824412616,3,subject_55_j489ubvnol_vid_2_15.mp4
68,1,4,2,64.87781955,0.983333333,1.198315883,1.100299734,3,subject_55_j489ubvnol_vid_2_16.mp4
69,0,4,2,70.87042507,0.926666667,2.57881624,2.416276593,2,subject_55_j489ubvnol_vid_2_17.mp4
70,0,4,2,67.87285018,0.933333333,0.784177873,0.685249849,2,subject_55_j489ubvnol_vid_2_18.mp4
71,1,4,2,65.70512821,0.958333333,1.657864946,1.555947505,2,subject_55_j489ubvnol_vid_2_19.mp4
72,1,4,2,71.07954545,0.883333333,0.496534295,0.442100224,2,subject_55_j489ubvnol_vid_2_2.mp4
73,0,4,2,65.70173853,0.941666667,2.356307214,1.934728241,2,subject_55_j489ubvnol_vid_2_20.mp4
74,1,4,2,87.04488494,0.711111111,1.644878534,1.412306932,2,subject_55_j489ubvnol_vid_2_21.mp4
75,1,4,2,79.63096553,0.777777778,1.58360524,1.448026677,1,subject_55_j489ubvnol_vid_2_22.mp4
76,1,4,2,68.20512821,0.95,2.001464042,1.848983718,1,subject_55_j489ubvnol_vid_2_23.mp4
77,1,4,2,80.42443064,0.766666667,0.76677857,0.705380367,2,subject_55_j489ubvnol_vid_2_24.mp4
78,1,4,2,76.48055826,0.813333333,0.727949115,0.666730964,3,subject_55_j489ubvnol_vid_2_25.mp4
79,1,4,2,56.88664596,1.133333333,0.376742376,0.309384765,3,subject_55_j489ubvnol_vid_2_26.mp4
80,0,4,2,74.52380952,0.826666667,0.617218351,0.580560239,2,subject_55_j489ubvnol_vid_2_27.mp4
81,1,4,2,58.46703297,1.058333333,2.572668536,2.255900432,2,subject_55_j489ubvnol_vid_2_28.mp4
82,1,4,2,81.36363636,0.753333333,0.972242609,0.907307303,3,subject_55_j489ubvnol_vid_2_29.mp4
83,1,4,2,60.63216039,1.108333333,0.902477205,0.80360335,3,subject_55_j489ubvnol_vid_2_3.mp4
84,1,4,2,71.25361994,0.86,0.964758574,0.878916502,3,subject_55_j489ubvnol_vid_2_30.mp4
86,1,4,2,66.42857143,0.941666667,0.666832873,0.565529655,3,subject_55_j489ubvnol_vid_2_4.mp4
87,0,4,2,76.08656305,0.82,0.716222653,0.663114433,3,subject_55_j489ubvnol_vid_2_5.mp4
88,1,4,2,63.81747056,0.975,0.75209306,0.703060717,3,subject_55_j489ubvnol_vid_2_6.mp4
89,1,4,2,68.49674241,0.913333333,1.167420925,1.075231398,2,subject_55_j489ubvnol_vid_2_7.mp4
90,1,4,2,72.71360219,0.893333333,0.561951229,0.453426804,1,subject_55_j489ubvnol_vid_2_8.mp4
91,1,4,2,73.71910698,0.82,0.403524722,0.384466015,2,subject_55_j489ubvnol_vid_2_9.mp4
92,1,4,2,67.43813619,0.925,0.183589706,0.168194844,2,subject_68_0ng3yqwrg6_vid_0_0.mp4
93,1,4,2,76.45594406,0.793333333,0.197115093,0.175233415,3,subject_68_0ng3yqwrg6_vid_0_1.mp4
94,1,4,2,60.26482708,1.05,0.246983255,0.218367819,3,subject_68_0ng3yqwrg6_vid_0_10.mp4
95,1,4,2,66.2710084,0.95,0.246299459,0.208857716,3,subject_68_0ng3yqwrg6_vid_0_11.mp4
96,1,4,2,71.18979266,0.9,0.663114515,0.579581559,2,subject_68_0ng3yqwrg6_vid_0_12.mp4
97,1,4,2,68.85038946,0.941666667,0.553245818,0.501726513,3,subject_68_0ng3yqwrg6_vid_0_13.mp4
98,1,4,2,80.58042669,0.755555556,0.215974961,0.198961106,3,subject_68_0ng3yqwrg6_vid_0_14.mp4
99,0,4,2,82.66365214,0.733333333,0.432386619,0.397177339,3,subject_68_0ng3yqwrg6_vid_0_15.mp4
100,0,4,2,71.46018455,0.908333333,0.390603935,0.370955137,3,subject_68_0ng3yqwrg6_vid_0_16.mp4
101,0,4,2,76.14285714,0.82,0.179530271,0.161033109,3,subject_68_0ng3yqwrg6_vid_0_17.mp4
102,0,4,2,75.04147465,0.846666667,0.166383353,0.149042385,3,subject_68_0ng3yqwrg6_vid_0_18.mp4
103,0,4,2,63,1.025,0.217227588,0.203022996,3,subject_68_0ng3yqwrg6_vid_0_19.mp4
104,1,4,2,66.23579297,1.016666667,0.325493832,0.30206922,3,subject_68_0ng3yqwrg6_vid_0_2.mp4
105,1,4,2,67.46305419,0.908333333,1.248169952,1.184748364,3,subject_68_0ng3yqwrg6_vid_0_20.mp4
106,1,4,2,69.80337942,0.893333333,0.191478715,0.180853735,3,subject_68_0ng3yqwrg6_vid_0_21.mp4
107,1,4,2,68.57142857,0.933333333,0.247360278,0.2118339,3,subject_68_0ng3yqwrg6_vid_0_22.mp4
108,1,4,2,59.62912088,1.033333333,0.171391516,0.15192811,3,subject_68_0ng3yqwrg6_vid_0_23.mp4
109,1,4,2,75.73529412,0.883333333,0.225734755,0.211615519,3,subject_68_0ng3yqwrg6_vid_0_24.mp4
110,1,4,2,72.10815047,0.866666667,0.281697429,0.241722259,3,subject_68_0ng3yqwrg6_vid_0_25.mp4
111,1,4,2,68.5406487,0.913333333,0.280144523,0.244879389,3,subject_68_0ng3yqwrg6_vid_0_26.mp4
112,1,4,2,77.46936256,0.82,1.033342009,0.942946994,1,subject_68_0ng3yqwrg6_vid_0_27.mp4
114,1,4,2,65.18390805,0.925,1.079100103,1.013562354,2,subject_68_0ng3yqwrg6_vid_0_3.mp4
115,1,4,2,66.33719541,0.958333333,0.320681555,0.286560948,3,subject_68_0ng3yqwrg6_vid_0_4.mp4
116,1,4,2,72.48529412,0.858333333,0.358098277,0.310043993,3,subject_68_0ng3yqwrg6_vid_0_5.mp4
117,1,4,2,79.73831724,0.766666667,0.549441935,0.493943354,3,subject_68_0ng3yqwrg6_vid_0_6.mp4
118,1,4,2,73.96918871,0.853333333,0.318856193,0.283895318,3,subject_68_0ng3yqwrg6_vid_0_7.mp4
119,1,4,2,78.90764007,0.786666667,0.3679244,0.324388389,3,subject_68_0ng3yqwrg6_vid_0_8.mp4
120,1,4,2,63.84615385,1.008333333,0.092529685,0.078999816,3,subject_68_0ng3yqwrg6_vid_0_9.mp4
121,1,4,2,74.47916667,0.841666667,1.136643331,0.966194139,2,subject_68_0ng3yqwrg6_vid_1_0.mp4
122,1,4,2,73.25408813,0.833333333,2.672327545,2.390188999,1,subject_68_0ng3yqwrg6_vid_1_1.mp4
123,0,4,2,70.48195084,0.88,0.099413265,0.092452564,3,subject_68_0ng3yqwrg6_vid_1_10.mp4
124,1,4,2,86.75576037,0.72,0.643402791,0.586738995,3,subject_68_0ng3yqwrg6_vid_1_11.mp4
125,1,4,2,71.125,0.891666667,0.225177806,0.211188197,3,subject_68_0ng3yqwrg6_vid_1_12.mp4
126,1,4,2,73.30183748,0.88,0.305748479,0.261556694,2,subject_68_0ng3yqwrg6_vid_1_13.mp4
127,0,4,2,78.52631579,0.833333333,0.436893444,0.410581715,2,subject_68_0ng3yqwrg6_vid_1_14.mp4
128,0,4,2,81.46616541,0.813333333,0.373290362,0.334562519,3,subject_68_0ng3yqwrg6_vid_1_15.mp4
129,1,4,2,69.37406475,0.893333333,0.354082316,0.333111441,3,subject_68_0ng3yqwrg6_vid_1_16.mp4
130,1,4,2,79.97705044,0.766666667,0.231648567,0.197371015,2,subject_68_0ng3yqwrg6_vid_1_17.mp4
131,0,4,2,67.80295567,0.916666667,0.647209868,0.603484321,3,subject_68_0ng3yqwrg6_vid_1_18.mp4
132,0,4,2,72.22503767,0.9,0.185099906,0.160217314,1,subject_68_0ng3yqwrg6_vid_1_19.mp4
133,1,4,2,67.23732057,0.926666667,0.448513079,0.433392695,2,subject_68_0ng3yqwrg6_vid_1_2.mp4
134,0,4,2,74.57091928,0.833333333,0.260367854,0.243141737,3,subject_68_0ng3yqwrg6_vid_1_20.mp4
135,0,4,2,71.70708095,0.875,0.276687527,0.268882956,3,subject_68_0ng3yqwrg6_vid_1_21.mp4
136,0,4,2,68.78119328,0.908333333,0.322376571,0.297799671,3,subject_68_0ng3yqwrg6_vid_1_22.mp4
137,0,4,2,67.15458253,0.908333333,0.613023685,0.59641177,3,subject_68_0ng3yqwrg6_vid_1_23.mp4
138,0,4,2,81.93609023,0.766666667,1.283353997,1.122302336,3,subject_68_0ng3yqwrg6_vid_1_24.mp4
139,0,4,2,70.24537815,0.88,0.281732985,0.253376612,3,subject_68_0ng3yqwrg6_vid_1_25.mp4
140,0,4,2,86.04309687,0.705555556,0.335431462,0.298210169,3,subject_68_0ng3yqwrg6_vid_1_26.mp4
141,1,4,2,72.68250837,0.873333333,0.309024672,0.27280483,2,subject_68_0ng3yqwrg6_vid_1_27.mp4
142,1,4,2,57.82862903,1.066666667,0.388334737,0.37430342,3,subject_68_0ng3yqwrg6_vid_1_28.mp4
143,0,4,2,84.85386193,0.713333333,0.313985172,0.281350934,2,subject_68_0ng3yqwrg6_vid_1_29.mp4
144,0,4,2,69.91282051,0.86,0.491032054,0.476015069,2,subject_68_0ng3yqwrg6_vid_1_3.mp4
145,0,4,2,74.53186813,0.82,0.483125672,0.446046233,3,subject_68_0ng3yqwrg6_vid_1_30.mp4
146,0,4,2,73.56149068,0.82,0.340950381,0.314336598,3,subject_68_0ng3yqwrg6_vid_1_31.mp4
147,1,4,2,79.05873191,0.783333333,0.274656799,0.245389402,1,subject_68_0ng3yqwrg6_vid_1_32.mp4
148,0,4,2,42.85036256,1.422222222,0.858797661,0.820406511,3,subject_68_0ng3yqwrg6_vid_1_33.mp4
150,1,4,2,86.7853329,0.7,0.330911968,0.314925946,3,subject_68_0ng3yqwrg6_vid_1_4.mp4
151,1,4,2,77.49482402,0.793333333,0.667422789,0.62535354,3,subject_68_0ng3yqwrg6_vid_1_5.mp4
152,1,4,2,78.66516093,0.8,0.29645921,0.272348583,3,subject_68_0ng3yqwrg6_vid_1_6.mp4
153,0,4,2,76.37585812,0.86,0.256072737,0.243712983,3,subject_68_0ng3yqwrg6_vid_1_7.mp4
154,1,4,2,59.82142857,1.033333333,0.109732623,0.092382329,3,subject_68_0ng3yqwrg6_vid_1_8.mp4
155,0,4,2,61.90096326,1.05,0.283944114,0.261761848,3,subject_68_0ng3yqwrg6_vid_1_9.mp4
156,1,4,2,80.86811857,0.775,2.519705198,2.410915645,0,subject_68_0ng3yqwrg6_vid_2_0.mp4
157,1,4,2,56.06944043,1.091666667,0.183669682,0.153912158,3,subject_68_0ng3yqwrg6_vid_2_1.mp4
158,1,4,2,66.24889086,1.008333333,0.180405118,0.155544583,3,subject_68_0ng3yqwrg6_vid_2_10.mp4
159,0,4,2,80.23732057,0.806666667,0.214002631,0.193138967,3,subject_68_0ng3yqwrg6_vid_2_11.mp4
160,0,4,2,62.29210306,1.008333333,0.267928954,0.231575725,3,subject_68_0ng3yqwrg6_vid_2_12.mp4
161,0,4,2,81.40437088,0.786666667,0.29482654,0.273637062,3,subject_68_0ng3yqwrg6_vid_2_13.mp4
162,0,4,2,83.62640109,0.733333333,0.463460542,0.437995384,3,subject_68_0ng3yqwrg6_vid_2_14.mp4
163,0,4,2,53.46499267,1.133333333,0.191068284,0.167914057,1,subject_68_0ng3yqwrg6_vid_2_15.mp4
164,0,4,2,70.60187166,0.886666667,0.430502216,0.381465933,3,subject_68_0ng3yqwrg6_vid_2_16.mp4
165,0,4,2,70.96126482,0.873333333,0.51204427,0.450098036,3,subject_68_0ng3yqwrg6_vid_2_17.mp4
166,0,4,2,74.94668489,0.88,0.415883321,0.400615005,3,subject_68_0ng3yqwrg6_vid_2_18.mp4
167,0,4,2,83.54691076,0.733333333,0.584434212,0.531666683,3,subject_68_0ng3yqwrg6_vid_2_19.mp4
168,0,4,2,73.5,0.866666667,0.329585039,0.314180448,3,subject_68_0ng3yqwrg6_vid_2_2.mp4
169,0,4,2,53.53991597,1.122222222,0.508485356,0.442353538,1,subject_68_0ng3yqwrg6_vid_2_20.mp4
170,0,4,2,89.87686608,0.680952381,0.258078527,0.236782858,3,subject_68_0ng3yqwrg6_vid_2_21.mp4
171,0,4,2,75.41581028,0.853333333,0.559007637,0.517478596,0,subject_68_0ng3yqwrg6_vid_2_22.mp4
172,1,4,2,71.55152456,0.88,0.518041573,0.502157274,3,subject_68_0ng3yqwrg6_vid_2_23.mp4
173,0,4,2,83.75502987,0.722222222,0.411460375,0.361194606,2,subject_68_0ng3yqwrg6_vid_2_24.mp4
174,0,4,2,68.65612648,0.9,0.52317423,0.4873458,3,subject_68_0ng3yqwrg6_vid_2_25.mp4
175,0,4,1,69.50448221,0.9,0.414293731,0.358696665,3,subject_68_0ng3yqwrg6_vid_2_26.mp4
176,0,4,2,73.67709815,0.866666667,1.497260515,1.388231683,2,subject_68_0ng3yqwrg6_vid_2_27.mp4
177,0,4,2,66.67112872,0.908333333,0.50657187,0.464529949,3,subject_68_0ng3yqwrg6_vid_2_28.mp4
178,1,4,2,82.6121364,0.738888889,0.424146849,0.359144282,3,subject_68_0ng3yqwrg6_vid_2_29.mp4
179,0,4,2,74.28391068,0.833333333,0.304955572,0.294097165,3,subject_68_0ng3yqwrg6_vid_2_3.mp4
180,0,4,2,59.42857143,1.033333333,0.65543243,0.597436717,3,subject_68_0ng3yqwrg6_vid_2_30.mp4
181,0,4,2,77.11708981,0.806666667,0.42378378,0.359074705,3,subject_68_0ng3yqwrg6_vid_2_4.mp4
182,0,4,2,57.25274725,1.2,0.239866771,0.226160049,3,subject_68_0ng3yqwrg6_vid_2_5.mp4
183,0,4,2,64.72178683,1,0.595864445,0.574608424,3,subject_68_0ng3yqwrg6_vid_2_6.mp4
184,1,4,2,82.85645933,0.76,0.197298598,0.185994183,3,subject_68_0ng3yqwrg6_vid_2_7.mp4
185,1,4,2,70.73178434,0.88,0.333223052,0.315449323,1,subject_68_0ng3yqwrg6_vid_2_8.mp4
186,0,4,2,81.4174145,0.773333333,1.280424518,1.12815984,2,subject_68_0ng3yqwrg6_vid_2_9.mp4
187,1,4,2,72.19484397,0.86,0.490878592,0.466163699,2,subject_2_thw33jke4j_vid_0_0.mp4
